grupo,nome,dominio,url_base,url_patterns,status
,Felipe Rotta Leilões,https://www.feliperottaleiloes.com.br,,,
,Gaia Leilões,https://www.gaialeiloes.com.br,,,
,GD Leilões,https://www.gdleiloes.com.br,,,
,Hoppe Leilões,https://www.hoppeleiloes.com.br,,,
,Jorge Marco Leilões,https://www.jorgemarcoleiloes.com.br,,,
,JZ Leilões,https://www.jzleiloes.com.br,,,
,Leilões ATP,https://www.leiloesatp.com.br,,,
,Leilões LR,https://www.leiloeslr.com.br,,,
,LeiloMinas,https://www.leilominas.com.br,,,
,Melhor Leilões,https://www.melhorleiloes.com.br,,,
,Monzon Leilões,https://www.monzonleiloes.com.br,,,
,OMC Leilões,https://www.omcleiloes.com.br,,,
,Pagliarini Leilões,https://www.pagliarinileiloes.com.br,,,
,Pedro Almeida Leiloeiro,https://www.pedroalmeidaleiloeiro.rio.br,,,
,Pinheiro Leilões,https://www.pinheiroleiloes.com.br,,,
,Plano Leilões,https://www.planoleiloes.com.br,,,
,Presotto Leilões,https://www.presottoleiloes.com.br,,,
,Q Leilão,https://www.qleilao.lel.br,,,
,Shiokawa Leilões,https://www.shiokawaleiloes.com.br,,,
,Sperança Leilões,https://www.sperancaleiloes.com.br,,,
,Tenório Leilões,https://www.tenorioleiloes.com.br,,,
,Tirloni Leilões,https://www.tirlonileiloes.com.br,,,
,Vinicius Biihrer Leilões,https://www.viniciusbiihrerleiloes.com.br,,,
,Zaccarino,https://www.zaccarino.com.br,,,
,Superbid,https://www.superbid.net,,,
,Kron Leilões,https://www.kronleiloes.com.br,,,
,Álvaro Ferreira Leiloeiro,https://www.alvaroferreiraleiloeiro.com.br,,,
,Donha Leilões,https://www.donhaleiloes.com,,,
,Leilão Imóvel,https://www.leilaoimovel.com.br,,,
,Leilões Bonfadini,https://www.leiloesbonfadini.com.br,,,
,Milan Leilões,https://www.milanleiloes.com.br,,,
,Pestana Leilões,https://www.pestanaleiloes.com.br,,,
,Sato Leilões,https://www.satoleiloes.com.br,,,
,Valério Leiloeiro,https://www.valerioleiloeiro.blogspot.com,,,
,Aureus Plataforma Leiloar,https://www.aureus.plataformaleiloar.com.br,,,
,Barcellos Leilões,https://www.barcellos.lel.br,,,
,Controle VIP Leilões,https://www.controle.vipleiloes.com.br,,,
,Fábio Guimarães Leilões,https://www.fabioguimaraesleiloes.com.br,,,
,Favareto Leilões,https://www.favaretoleiloes.com.br,,,
,JC Leiloeiro,https://www.jcleiloeiro.com.br,,,
,Tânia Abreu Leilões,https://www.leiloestaniaabreu.wixsite.com,,,
,Ponte Leilões,https://www.ponteleiloes.com.br,,,
,Roberto Mauro Leilões,https://www.robertomauroleiloes.com.br,,,
,Albino Queiroz,https://www.albinoqueiroz.com.br,,,
,Santa Catarina Leilões,https://www.santacatarinaleiloes.com.br,,,
,Anderson Leilões,https://www.andersonleiloes.com.br,,,
,C3 Leilões,https://www.c3leiloes.com.br,,,
,Perfil Leilões,https://www.perfilleiloes.com.br,,,
,C Gomes Leilões,https://www.cgomesleiloes.com.br,,,
,AJ Cabezon,https://www.ajcabezon.com.br,,,
,Jordão Leilões,https://www.jordaoleiloes.com.br,,,
,Eva Leilões,https://www.evaleiloes.com.br,,,
,Ineu Leilões,https://www.ineuleiloes.com.br,,,
,Peixoto Leilões,https://www.peixotoleiloes.com.br,,,
,Brito Leilões,https://www.britoleiloes.com.br,,,
,Cividini Leilões,https://www.cividinileiloes.com.br,,,
,GP Leilão,https://www.gpleilao.com.br,,,
,J Simão Leilões,https://www.jsimaoleiloes.com.br,,,
,Leilões Albino,https://www.leiloesalbino.com.br,,,
,Sala de Leilões,https://www.saladeleiloes.com.br,,,
,Corre Leilões,https://www.correleiloes.com.br,,,
,Emídio Medeiros Leilões,https://www.emidiomedeirosleiloes.com.br,,,
,Leilões RN,https://www.liloesrn.com.br,,,
,Londina Leilões,https://www.londinaleiloes.com.br,,,
,Mozar Leilões e Imóveis,https://www.mozarleiloeseimoveis.com.br,,,
,Roberto Alexandre,https://www.robertoalexandre.com.br,,,
,MA Leilões RO,https://www.maleiloesro.com.br,,,
,Murilo Chaves,https://www.murilochaves.com.br,,,
,JR Leilões,https://www.jotaerreleiloes.com.br,,,
,Marise Domingues,https://www.marisedomingues.com.br,,,
,Rapport Leilões,https://www.rapportleiloes.com.br,,,
,Alexius Leilões,https://www.alexiusleiloes.com.br,,,
,SA Leilões,https://www.saleiloes.lel.br,,,
